kind,id,vineyard_id,area_m2,area_ha,length_m,n_parts,tile_names,centroid_x,centroid_y
vineyard,V54,V54,0.618,0.000062,,1,siret3_r009_c004.tif,629228.302,5220750.903
vineyard,V44,V44,0.348,0.000035,,1,siret3_r007_c004.tif,629213.776,5220860.460
vineyard,V378,V378,0.505,0.000050,,1,siret3_r020_c013.tif,629663.948,5220161.389
vineyard,V378,V378,0.708,0.000071,,1,siret3_r020_c012.tif,629609.485,5220155.505
vineyard,V44,V44,0.397,0.000040,,1,siret3_r006_c004.tif,629236.722,5220897.630
vineyard,V331,V331,0.664,0.000066,,1,siret3_r019_c012.tif,629608.695,5220237.638
vineyard,V54,V54,0.514,0.000051,,1,siret3_r008_c004.tif,629198.177,5220805.279
vineyard,V54,V54,0.409,0.000041,,1,siret3_r009_c004.tif,629199.765,5220740.234
vineyard,V54,V54,0.506,0.000051,,1,siret3_r007_c003.tif,629182.186,5220830.305
vineyard,V54,V54,0.366,0.000037,,1,siret3_r008_c003.tif,629191.008,5220775.455
vineyard,V378,V378,0.443,0.000044,,1,siret3_r021_c012.tif,629648.219,5220130.777
vineyard,V398,V398,0.597,0.000060,,1,siret3_r022_c014.tif,629726.394,5220061.105
vineyard,V1130,V1130,0.530,0.000053,,1,siret3_r035_c026.tif,630332.356,5219413.304
vineyard,V331,V331,0.411,0.000041,,1,siret3_r019_c012.tif,629629.564,5220229.377
vineyard,V904,V904,0.540,0.000054,,1,siret3_r030_c021.tif,630101.315,5219661.637
vineyard,V378,V378,0.385,0.000039,,1,siret3_r020_c011.tif,629579.623,5220158.181
vineyard,V378,V378,0.415,0.000041,,1,siret3_r021_c013.tif,629687.431,5220130.765
vineyard,V331,V331,0.665,0.000067,,1,siret3_r019_c010.tif,629525.040,5220239.935
vineyard,V44,V44,0.577,0.000058,,1,siret3_r007_c002.tif,629131.033,5220833.917
vineyard,V398,V398,0.738,0.000074,,1,siret3_r022_c012.tif,629651.626,5220082.613
vineyard,V54,V54,0.661,0.000066,,1,siret3_r008_c004.tif,629210.929,5220800.584
vineyard,V378,V378,0.441,0.000044,,1,siret3_r021_c012.tif,629647.690,5220140.927
vineyard,V378,V378,0.624,0.000062,,1,siret3_r019_c013.tif,629694.721,5220203.503
vineyard,V44,V44,0.559,0.000056,,1,siret3_r006_c004.tif,629230.246,5220880.006
vineyard,V398,V398,0.595,0.000059,,1,siret3_r022_c014.tif,629731.696,5220068.208
vineyard,V54,V54,0.557,0.000056,,1,siret3_r009_c004.tif,629232.371,5220747.614
vineyard,V331,V331,0.333,0.000033,,1,siret3_r019_c011.tif,629601.268,5220247.809
vineyard,V54,V54,0.429,0.000043,,1,siret3_r007_c003.tif,629196.237,5220823.458
vineyard,V331,V331,0.562,0.000056,,1,siret3_r018_c012.tif,629626.001,5220260.558
vineyard,V44,V44,1.383,0.000138,,1,siret3_r005_c004.tif,629246.556,5220932.743
vineyard,V378,V378,0.638,0.000064,,1,siret3_r021_c013.tif,629698.249,5220112.095
vineyard,V44,V44,0.500,0.000050,,1,siret3_r005_c004.tif,629242.733,5220916.723
vineyard,V1094,V1094,0.594,0.000059,,1,siret3_r036_c025.tif,630312.965,5219351.723
vineyard,V44,V44,0.515,0.000051,,1,siret3_r006_c004.tif,629224.983,5220879.367
vineyard,V378,V378,0.658,0.000066,,1,siret3_r021_c011.tif,629586.077,5220131.260
vineyard,V44,V44,0.393,0.000039,,1,siret3_r006_c004.tif,629204.531,5220882.604
vineyard,V331,V331,0.567,0.000057,,1,siret3_r018_c012.tif,629629.857,5220274.021
vineyard,V54,V54,0.424,0.000042,,1,siret3_r009_c004.tif,629212.679,5220728.911
vineyard,V331,V331,0.906,0.000091,,1,siret3_r018_c011.tif,629595.343,5220259.743
vineyard,V378,V378,0.522,0.000052,,1,siret3_r021_c014.tif,629713.084,5220125.466
vineyard,V54,V54,0.570,0.000057,,1,siret3_r008_c003.tif,629181.365,5220792.239
vineyard,V398,V398,0.335,0.000034,,1,siret3_r022_c014.tif,629718.373,5220089.828
vineyard,V54,V54,0.428,0.000043,,1,siret3_r008_c004.tif,629198.574,5220776.855
vineyard,V54,V54,0.285,0.000029,,1,siret3_r007_c003.tif,629170.583,5220824.980
vineyard,V398,V398,0.746,0.000075,,1,siret3_r022_c014.tif,629731.257,5220073.297
vineyard,V331,V331,0.408,0.000041,,1,siret3_r018_c011.tif,629559.494,5220257.042
vineyard,V398,V398,0.542,0.000054,,1,siret3_r022_c013.tif,629661.811,5220073.409
vineyard,V378,V378,0.462,0.000046,,1,siret3_r020_c013.tif,629695.072,5220170.989
vineyard,V398,V398,0.633,0.000063,,1,siret3_r022_c014.tif,629731.537,5220086.688
vineyard,V378,V378,0.561,0.000056,,1,siret3_r020_c012.tif,629630.848,5220148.439
vineyard,V54,V54,0.513,0.000051,,1,siret3_r008_c005.tif,629273.865,5220780.663
vineyard,V54,V54,0.391,0.000039,,1,siret3_r009_c004.tif,629202.994,5220732.079
vineyard,V331,V331,0.792,0.000079,,1,siret3_r019_c012.tif,629643.016,5220247.766
vineyard,V398,V398,0.689,0.000069,,1,siret3_r022_c013.tif,629676.645,5220089.660
vineyard,V54,V54,1.634,0.000163,,1,siret3_r009_c003.tif,629160.009,5220729.769
vineyard,V54,V54,0.393,0.000039,,1,siret3_r008_c003.tif,629191.886,5220765.981
vineyard,V378,V378,0.784,0.000078,,1,siret3_r021_c014.tif,629749.233,5220141.645
vineyard,V54,V54,0.679,0.000068,,1,siret3_r009_c003.tif,629194.908,5220719.051
vineyard,V525,V525,0.435,0.000044,,1,siret3_r021_c016.tif,629833.797,5220143.273
vineyard,V44,V44,0.448,0.000045,,1,siret3_r007_c004.tif,629207.323,5220862.476
vineyard,V54,V54,0.457,0.000046,,1,siret3_r009_c004.tif,629219.339,5220753.035
vineyard,V378,V378,0.614,0.000061,,1,siret3_r021_c011.tif,629600.799,5220125.634
vineyard,V331,V331,0.424,0.000042,,1,siret3_r018_c012.tif,629614.890,5220252.911
vineyard,V331,V331,0.528,0.000053,,1,siret3_r019_c010.tif,629521.780,5220244.379
vineyard,V398,V398,0.667,0.000067,,1,siret3_r022_c014.tif,629712.693,5220069.933
vineyard,V54,V54,1.956,0.000196,,1,siret3_r009_c004.tif,629198.152,5220717.830
vineyard,V378,V378,0.591,0.000059,,1,siret3_r020_c013.tif,629705.957,5220193.512
vineyard,V05,V05,0.498,0.000050,,1,siret3_r008_c002.tif,629119.893,5220783.367
vineyard,V833,V833,0.494,0.000049,,1,siret3_r026_c020.tif,630016.622,5219846.572
vineyard,V54,V54,0.636,0.000064,,1,siret3_r009_c004.tif,629245.756,5220748.350
vineyard,V378,V378,0.521,0.000052,,1,siret3_r021_c013.tif,629679.379,5220113.558
vineyard,V44,V44,0.537,0.000054,,1,siret3_r006_c004.tif,629243.203,5220888.461
vineyard,V05,V05,0.481,0.000048,,1,siret3_r009_c002.tif,629100.073,5220715.613
vineyard,V54,V54,0.407,0.000041,,1,siret3_r008_c003.tif,629182.846,5220781.518
vineyard,V54,V54,0.571,0.000057,,1,siret3_r007_c004.tif,629243.607,5220861.549
vineyard,V54,V54,0.555,0.000056,,1,siret3_r007_c004.tif,629207.960,5220827.937
vineyard,V54,V54,0.476,0.000048,,1,siret3_r009_c004.tif,629217.933,5220729.677
vineyard,V331,V331,0.730,0.000073,,1,siret3_r019_c013.tif,629672.692,5220245.417
vineyard,V54,V54,0.366,0.000037,,1,siret3_r009_c004.tif,629230.057,5220753.420
